"fareaId","farea","roleId","role"
39,"Top Management",39.15,"Head/Mgr/GM-Media Planning"
39,"Top Management",39.16,"Head/VP/GM-Operations"
39,"Top Management",39.17,"Head/VP/GM-SCM/Logistics"
39,"Top Management",39.18,"Head/VP/GM-Admin & Facilities"
39,"Top Management",39.19,"Head/VP/GM-Commercial"
39,"Top Management",39.2,"Head/VP/GM-Mktg"
39,"Top Management",39.21,"Head/VP/GM- MR"
39,"Top Management",39.22,"Head/VP/GM- Purchase/Material Mgmt"
39,"Top Management",39.23,"Head/VP/GM -Accounts"
39,"Top Management",39.24,"Head/VP/GM -F&B"
39,"Top Management",39.25,"Head/VP/GM-Business Alliances"
39,"Top Management",39.26,"Head/VP/GM-Finance/Audit"
39,"Top Management",39.27,"Head/VP/GM-Investment Banking"
39,"Top Management",39.29,"Head/VP/GM-Private Equity/HedgeFund/VC"
39,"Top Management",39.3,"Head/VP/GM-Project Finance"
39,"Top Management",39.31,"Head/VP/GM-QA&QC"
39,"Top Management",39.32,"Head/VP/GM-Quality"
39,"Top Management",39.33,"Head/VP/GM-Sales"
39,"Top Management",39.34,"Head/VP/GM-Underwritting"
39,"Top Management",39.36,"Head/VP/GM-Fund Mgmt"
39,"Top Management",39.37,"Head/VP/GM -Credit/Risk"
39,"Top Management",39.38,"Head/VP/GM-Depository Services"
39,"Top Management",39.39,"Head/VP/GM-Legal"
39,"Top Management",39.4,"Head/VP/GM-Production/Manufacturing/Maintenance"
39,"Top Management",39.41,"Head/VP/GM-Tour Mgmt"
39,"Top Management",39.42,"Head/VP/-PR/Corp. Communication"
39,"Top Management",39.43,"Head/VP/GM-Broking"
39,"Top Management",39.44,"Head/VP/GM-CFO/Financial Controller"
39,"Top Management",39.45,"Head/VP/GM-Credit"
39,"Top Management",39.46,"Head/VP/GM-R&D"
39,"Top Management",39.47,"Head/VP/GM-Regulatory Affairs"
39,"Top Management",39.48,"Head/VP/GM-Claims"
39,"Top Management",39.49,"Head/VP/GM-Client Servicing"
39,"Top Management",39.5,"Head/VP/GM-Equity"
39,"Top Management",39.51,"Head/VP/GM-Mergers & Acquisitions"
39,"Top Management",39.52,"Head/VP/GM-Packaging Development"
39,"Top Management",39.53,"Head/VP/GM-CorporatePlanning/Strategy"
39,"Top Management",39.54,"Head/VP/GM-Production"
39,"Top Management",39.55,"Head/VP/GM-Treasury"
39,"Top Management",39.56,"Head/VP/GM-Corporate Advisory"
39,"Top Management",39.57,"Head/VP/GM-Domestic Debt"
39,"Top Management",39.58,"Head/VP/GM-Formulations"
39,"Top Management",39.59,"Head/VP/GM-Insurance Operations"
39,"Top Management",39.6,"Head/VP/GM-Offshore Debt"
39,"Top Management",39.61,"Head/VP/GM/National Manager-Sales"
39,"Top Management",39.62,"SBU/Profit Center Head"
39,"Top Management",39.63,"Service Delivery Leader"
39,"Top Management",39.64,"VP/President/Partner"
39,"Top Management",39.65,"Head/VP/GM-Recruitment"
,,,
43,"TV / Films / Production",43.01,"News Anchor/TV Presenter"
43,"TV / Films / Production",43.02,"News Compiler"
43,"TV / Films / Production",43.03,"Correspondent"
43,"TV / Films / Production",43.04,"Sr/Principal Coresspondent"
43,"TV / Films / Production",43.05,"News Editor"
43,"TV / Films / Production",43.06,"News/Features Head"
43,"TV / Films / Production",43.07,"Spot Boy"
43,"TV / Films / Production",43.08,"Animation/Graphic Artist"
43,"TV / Films / Production",43.09,"Stunt Coordinator"
43,"TV / Films / Production",43.1,"Wardrobe/Make-Up/Hair Artist"
43,"TV / Films / Production",43.11,"AV Editor"
43,"TV / Films / Production",43.12,"Visualiser"
43,"TV / Films / Production",43.13,"Sound Mixer/Engr"
43,"TV / Films / Production",43.14,"Locations Mgr"
43,"TV / Films / Production",43.15,"Lighting Technician"
43,"TV / Films / Production",43.16,"Special Effects Technician"
43,"TV / Films / Production",43.17,"Photographer"
43,"TV / Films / Production",43.18,"Camera Man/Technician"
43,"TV / Films / Production",43.19,"Choreographer"
43,"TV / Films / Production",43.2,"Asst. Editor/Editor"
43,"TV / Films / Production",43.21,"Head-Lighting"
43,"TV / Films / Production",43.22,"Head-Special Effects"
43,"TV / Films / Production",43.23,"Music Director"
43,"TV / Films / Production",43.24,"Cinematographer"
43,"TV / Films / Production",43.25,"Asst. Director/Director"
43,"TV / Films / Production",43.26,"TV Producer"
43,"TV / Films / Production",43.27,"Film Producer"
43,"TV / Films / Production",43.29,"Fresher"
43,"TV / Films / Production",43.3,"Trainee"
,,,
3,"Web / GraphicDesign / Visualiser",3.01,"Art Director/Sr Art Director"
3,"Web / GraphicDesign / Visualiser",3.02,"Visualiser"
3,"Web / GraphicDesign / Visualiser",3.03,"Web Designer"
3,"Web / GraphicDesign / Visualiser",3.04,"Copywriter"
3,"Web / GraphicDesign / Visualiser",3.05,"Graphic Designer"
3,"Web / GraphicDesign / Visualiser",3.06,"Creative Director"
3,"Web / GraphicDesign / Visualiser",3.07,"National Creative Director/VP-Creative"
3,"Web / GraphicDesign / Visualiser",3.08,"Commercial Artist"
3,"Web / GraphicDesign / Visualiser",3.1,"Fresher"
3,"Web / GraphicDesign / Visualiser",3.11,"Trainee"
,,,
41,"Other",41.01,"Other"
